"gisaid_epi_isl","Nextstrain_clade","pango_lineage"
"EPI_ISL_1992100","20J (Gamma, V3)","P.1"
"EPI_ISL_2031707","20J (Gamma, V3)","P.1"
"EPI_ISL_2031709","20J (Gamma, V3)","P.1"
"EPI_ISL_2031712","20J (Gamma, V3)","P.1"
"EPI_ISL_2031721","20J (Gamma, V3)","P.1"
"EPI_ISL_2031722","20J (Gamma, V3)","P.1"
"EPI_ISL_2031723","20J (Gamma, V3)","P.1"
"EPI_ISL_2031724","20J (Gamma, V3)","P.1"
"EPI_ISL_2031728","20J (Gamma, V3)","P.1"
"EPI_ISL_1992241","20J (Gamma, V3)","P.1"
"EPI_ISL_936386","20B","N.7"
"EPI_ISL_751187","20B","B.1.1.33"
"EPI_ISL_750162","20B","N.7"
"EPI_ISL_750169","20B","N.7"
"EPI_ISL_457946","19B","A.2"
"EPI_ISL_480437","20A","B.1.195"
"EPI_ISL_1402427","20B","B.1.1.294"
"EPI_ISL_1577798","20B","B.1.1"
"EPI_ISL_1577752","20A","B.1.610"
"EPI_ISL_1577817","19B","A.2"
"EPI_ISL_1577815","20B","B.1.1"
"EPI_ISL_476702","20B","B.1.1"
"EPI_ISL_476704","20A","B.1.111"
"EPI_ISL_660541","19B","A"
"EPI_ISL_416429","19B","A"
"EPI_ISL_498178","19A","B"
"EPI_ISL_1273214","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1366742","19B","A.23.1"
"EPI_ISL_1366743","19B","A.23.1"
"EPI_ISL_1366745","19B","A.23.1"
"EPI_ISL_2372266","21A (Delta)","B.1.617.2"
"EPI_ISL_2372267","21A (Delta)","B.1.617.2"
"EPI_ISL_455715","20B","B.1.1"
"EPI_ISL_454956","19A","B"
"EPI_ISL_454960","19A","B"
"EPI_ISL_402125","19A","B"
"EPI_ISL_406798","19A","B"
"EPI_ISL_402129","19A","B"
"EPI_ISL_1595852","20A","B.1.36.16"
"EPI_ISL_1595853","20A","B.1.36.16"
"EPI_ISL_977357","19B","A"
"EPI_ISL_977366","19B","A.22"
"EPI_ISL_856695","20B","B.1.1"
"EPI_ISL_977421","20B","AE.5"
"EPI_ISL_977353","20H (Beta, V2)","B.1.351"
"EPI_ISL_1911195","21A (Delta)","B.1.617.2"
"EPI_ISL_1911196","21A (Delta)","B.1.617.2"
"EPI_ISL_1911197","21A (Delta)","B.1.617.2"
"EPI_ISL_1911250","21A (Delta)","B.1.617.2"
"EPI_ISL_1191791","20B","B.1.1.62"
"EPI_ISL_1191805","20A","B.1"
"EPI_ISL_647978","20C","B.1"
"EPI_ISL_1191981","20H (Beta, V2)","B.1.351"
"EPI_ISL_1117784","20A","B.1.177"
"EPI_ISL_1840985","20I (Alpha, V1)","B.1.1"
"EPI_ISL_2232972","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2324277","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2170893","20B","B.1.1.317"
"EPI_ISL_1008285","20A","B.1.160"
"EPI_ISL_1118083","20A","B.1"
"EPI_ISL_1180897","20B","B.1.1"
"EPI_ISL_2232965","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_933715","20A","B.1"
"EPI_ISL_591280","20B","B.1.1"
"EPI_ISL_591273","20B","B.1.1"
"EPI_ISL_437434","20C","B.1"
"EPI_ISL_641413","20B","B.1.1.298"
