Gene Symbol	Gene Product Name	NCBI Gene ID	Locus Name	UniProtKB Accession	GenBank Accession	GenBank Protein Accession	Subtype/Genotype (ViPR)	Strain Name	Collection Date	Host	Country	CDS Length	Virus Type	Virus Species	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK241417	AZS35405.1	Asian	ZIKV/Homo_sapiens/CPV/2016/CV907u	06/04/2016	Human	Cape Verde	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A482DX99	MK560178	QBM11733.1	Asian	ZIKV/Homo_sapiens/Cuba/2017-10-09/FL82U	10/09/2017	Human	Cuba	10269	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2R4RQF9	MH063259	AVZ25030.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL046Se	07/26/2017	Human	Cuba	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2R4RQD2	MH063260	AVZ25031.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL047U	08/08/2017	Human	Cuba	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2R4RQE5	MH063261	AVZ25032.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL049U	09/24/2017	Human	Cuba	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A173AEF6	MH063262	AVZ25033.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL051Se	07/17/2017	Human	Cuba	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2R4RPR7	MH063263	AVZ25034.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL052U	08/05/2017	Human	Cuba	10019	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2R4RQB1	MH063264	AVZ25035.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL055Se	08/13/2017	Human	Cuba	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2R4RQA4	MH063265	AVZ25036.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/FL057U	07/17/2017	Human	Cuba	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A173AEF6	MF159531	ARU07183.1	Asian	ZIKV/Homo_sapiens/Cuba/2017/Hu0046Sa	04/19/2017	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A482DX45	MK560179	QBM11734.1	Asian	ZIKV/Homo_sapiens/Cuba/2018-01-18/FL257U	01/18/2018	Human	Cuba	10269	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2H4Y904	MG494697	AUD54964.1	Asian	ZIKV/Homo_sapiens/Mexico/INPER38b/2016	11/24/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384LLY5	KX832731	AOO53981.1	Asian	ZIKV/Homo_sapiens/USA//2016/Hu0015SA	08/24/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1I9ZIY9	KY075932	APB03017.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL001Sa	03/22/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1I9ZK47	KY075933	APB03018.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL008U	06/21/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384LLY5	KX842449	AOO85388.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL010U	06/22/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A0X1LH65	KY075934	APB03019.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL016U	07/03/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1D8DHM7	KX922703	AOS90220.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL021U	07/19/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1I9ZK59	KY075935	APB03020.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL022U	07/16/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B2I9V4	KX922704	AOS90221.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL030U	08/02/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B2I9V4	KX922705	AOS90222.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL032U	08/05/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B2I9V4	KY075936	APB03021.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL036Se	08/04/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1D8DHL6	KX922706	AOS90223.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL038U	08/05/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140GMI4	KX922707	AOS90224.1	Asian	ZIKV/Homo_sapiens/USA/2016/FL039U	08/17/2016	Human	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1E1GJF1	LC191864	BAV89190.1	Asian	ZIKV/Hu/Chiba/S36/2016	04/21/2016	Human	Japan	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1B4XBG8	LC171327	BAV32139.1	Asian	ZIKV/Hu/Chiba/S36/2016	07/20/2016	Human	Japan	1512	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1S7IWH6	LC219720	BAX00477.1	Asian	ZIKV/Hu/NIID123/2016	11/22/2016	Human	Japan	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1S7IVW1	LC218742	BAX00460.1	Asian	ZIKV/Hu/NIID84/2016	09/12/2016	Human	Japan	252	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z5YRS2	LC369584	BBC70847.1	Asian	ZIKV/Hu/Thai/KngSG/17-D501	2017	Human	Japan	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140GMI4	LC190723	BAV82373.1	Asian	ZIKV/Hu/Yokohama/1/2016	05/20/2016	Human	Japan	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK829153	QCQ29098.1	Asian	ZIKV/Human/Angola/2017/P151	06/2017	Human	Angola	9998	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK829154	QCQ29099.1	Asian	ZIKV/Human/Angola/2017/PoHuZV634959	10/26/2017	Human	Portugal	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK829152	QCQ29097.1	Asian	ZIKV/Human/Angola/2017/Z3	05/25/2017	Human	Angola	10155	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A2H4R8Z6	MG287146	ATY41151.1	-N/A-	ZIKV/Krishnagiri/MCVR3745AC/2017	06/29/2017	Human	India	251	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72130gpGP1	A0A2R4LVY9	MH061905	AVW85853.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72131gpGP1	A0A2R4LVV0	MH061865	AVW85813.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72132gpGP1	A0A2R4LVV0	MH061874	AVW85822.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72133gpGP1	A0A2R4LVU9	MH061903	AVW85851.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72134gpGP1	A0A2R4LVU9	MH061872	AVW85820.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72135gpGP1	A0A2R4LVV6	MH061869	AVW85817.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72136gpGP1	A0A2R4LVU4	MH061868	AVW85816.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72137gpGP1	A0A2R4LVU9	MH061899	AVW85847.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72098gpGP1	A0A2S1KKZ7	MH130098	AWF93624.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72099gpGP1	A0A2S1KKZ5	MH130102	AWF93628.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72100gpGP1	A0A2S1KKZ5	MH130097	AWF93623.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72101gpGP1	A0A2S1KKZ5	MH130105	AWF93631.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72102gpGP1	A0A2S1KKZ7	MH130096	AWF93622.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72103gpGP1	A0A2S1KKY5	MH130103	AWF93629.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72104gpGP1	A0A2S1KKZ5	MH130104	AWF93630.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72105gpGP1	A0A2S1KL05	MH130106	AWF93632.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72154gpGP1	A0A2R4LVU5	MH061859	AVW85807.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72155gpGP1	A0A2R4LVV9	MH061888	AVW85836.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72156gpGP1	A0A2R4LVV9	MH061875	AVW85823.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72157gpGP1	A0A2R4LVZ7	MH061909	AVW85857.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72158gpGP1	A0A2R4LVZ7	MH061870	AVW85818.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72159gpGP1	A0A2R4LVT3	MH061854	AVW85802.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72160gpGP1	A0A2R4LVU3	MH061857	AVW85805.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72161gpGP1	A0A2R4LVS7	MH061852	AVW85800.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72090gpGP1	A0A2S1KKZ0	MH130100	AWF93626.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_01/1947	-N/A-	Unknown	-N/A-	10257	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72091gpGP1	A0A2S1KKY9	MH130099	AWF93625.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72092gpGP1	A0A2S1KKZ3	MH130107	AWF93633.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72093gpGP1	A0A2S1KL03	MH130108	AWF93634.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72094gpGP1	A0A2S1KKY4	MH130094	AWF93620.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72095gpGP1	A0A2S1KKZ9	MH130109	AWF93635.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72096gpGP1	A0A2S1KKZ9	MH130095	AWF93621.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72097gpGP1	A0A2S1KKZ9	MH130101	AWF93627.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72146gpGP1	A0A2R4LVV5	MH061873	AVW85821.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72147gpGP1	A0A2R4LVU6	MH061863	AVW85811.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72148gpGP1	A0A2R4LVU1	MH061855	AVW85803.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72149gpGP1	A0A2R4LW07	MH061910	AVW85858.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72150gpGP1	A0A2R4LVX0	MH061886	AVW85834.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72151gpGP1	A0A2R4LVW5	MH061891	AVW85839.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72152gpGP1	A0A2R4LVV5	MH061864	AVW85812.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72153gpGP1	A0A2R4LVX5	MH061902	AVW85850.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72122gpGP1	A0A2R4LVW2	MH061906	AVW85854.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72123gpGP1	A0A2R4LVX3	MH061898	AVW85846.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72124gpGP1	A0A2R4LVX1	MH061894	AVW85842.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72125gpGP1	A0A2R4LVT4	MH061871	AVW85819.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72126gpGP1	A0A2R4LVT4	MH061858	AVW85806.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72127gpGP1	A0A2R4LVW1	MH061860	AVW85808.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72128gpGP1	A0A2R4LVW2	MH061877	AVW85825.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72129gpGP1	A0A2R4LVW9	MH061883	AVW85831.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72138gpGP1	A0A2R4LVY4	MH061897	AVW85845.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72139gpGP1	A0A2R4LVY4	MH061904	AVW85852.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72140gpGP1	A0A2R4LVT7	MH061856	AVW85804.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72141gpGP1	A0A2R4LVX5	MH061896	AVW85844.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72142gpGP1	A0A2R4LVX5	MH061878	AVW85826.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72143gpGP1	A0A2R4LVW8	MH061885	AVW85833.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72144gpGP1	A0A2R4LVX7	MH061889	AVW85837.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72145gpGP1	A0A2R4LVW8	MH061890	AVW85838.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72114gpGP1	A0A2R4LVW3	MH061884	AVW85832.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72115gpGP1	A0A2R4LVW3	MH061914	AVW85862.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72116gpGP1	A0A2R4LVY5	MH061912	AVW85860.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72117gpGP1	A0A2R4LVV4	MH061867	AVW85815.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72118gpGP1	A0A2R4LVZ6	MH061913	AVW85861.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72119gpGP1	A0A2R4LVV4	MH061907	AVW85855.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72120gpGP1	A0A2R4LVX6	MH061901	AVW85849.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72121gpGP1	A0A2R4LVU0	MH061861	AVW85809.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72106gpGP1	A0A2R4LVT9	MH061862	AVW85810.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72107gpGP1	A0A2R4LVV7	MH061881	AVW85829.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72108gpGP1	A0A2R4LVX9	MH061893	AVW85841.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72109gpGP1	A0A2R4LVT9	MH061853	AVW85801.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_04/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72110gpGP1	A0A2R4LVW6	MH061879	AVW85827.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_05/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72111gpGP1	A0A2R4LVY6	MH061911	AVW85859.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_06/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72112gpGP1	A0A2R4LVU7	MH061866	AVW85814.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_07/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72113gpGP1	A0A2R4LVU7	MH061882	AVW85830.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_08/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72162gpGP1	A0A2R4LVX8	MH061895	AVW85843.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_01/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72163gpGP1	A0A2R4LVZ8	MH061915	AVW85863.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_02/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_72164gpGP1	A0A2R4LVW7	MH061892	AVW85840.1	East_African	ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_03/1947	-N/A-	Unknown	-N/A-	10260	Zika virus	Zika virus	
