rep,trimmed
MK554942,"MK554942, MK744636, MK744667, MK554949, MK744672, MK772106, MK772114, MK744680, MK676811, MN000552, MN000560, MK676819, MK772119, MN000568, MK772127, MN000576, MK856511, MN246141, MK856521, MN246149, MN221565, MK856529, MK856537, MN221573, MN000581, MN246157, MN246165, MN000589, MN246170, MN221581, MN000608, MK676827, MK676835, MN000616, MK744192, MN000624, MK772135, MK772143, MN246189, MN000637, MN246197, MN246205, MN000645, MN246226, MN221605, MN318977, MN084112, MN084120, MN318985, MN221618, MN423462, MK763512, MK762954, MK868681, MK912406, MN169312, MK960332, MK960340, MK960111, MK960348, MN000680, MK676851, MN246245, MK744208, MK856553, MN084139, MK856558, MN221629, MN221653, MN246258, MN423494, MN221666, MK576770, MK912422, MK927650, MK960364, MN074162, MN245895, MK744768, MN000688, MK676867, MN000696, MK744216, MN000712, MK772159, MN000720, MK772167, MN000728, MN246269, MK856577, MN000736, MK856425, MN221677, MK856585, MK856593, MN221685, MN000741, MN221693, MN246274, MN221701, MN246282, MN221709, MK869083, MK868688, MK912438, MK927658, MK927666, MN073989, MN169352, MK744784, MN000760, MN084155, MN000781, MN000789, MN246301, MN000797, MN084163, MN246330, MN221733, MN246346, MN221749, MN246354, MN221757, MN246362, MN372554, MN246370, MN246378, MN221765, MN246386, MN246410, MN084168, MN084176, MN221794, MN423530, MN000515, MK676883, MK744232, MK772175, MN246429, MK772183, MN000864, MN084203, MK856601, MK856609, MN084211, MN246437, MK856381, MK856433, MN000880, MK856634, MN084227, MK856641, MN084235, MK856649, MK856673, MK856681, MN221837, MK856693, MN000901, MN221845, MN000909, MN246445, MN169360, MN246453, MN000917, MN221853, MN000933, MN084243, MK898994, MK899002, MK899010, MK905278, MK898592, MK633369, MK899050, MK899058, MK905285, MK899098, MK899106, MK899138, MK899146, MK899186, MK633489, MN873716, MN873748, MN873766, MN873788, MN873797, MN873812, MN873844, MN873852, MN873876, MN873900, MN873916, MK856698, MN000984, MN000989, MN246485, MN000997, MN246493, MN221861, MN246498, MN246522, MN423569, MN221874, MK762960, MK869099, MK912518, MK912526, MK912534, MK912542, MK960112, MN074178, MN081074, MN154168, MK856716, MK744649, MN001024, MK856737, MN246533, MN084259, MN246562, MN221901, MN246586, MN372578, MN372567, MK856402, MK744601, MN246610, MN246621, MN246634, MN221917, MN221925, MN084296, MN084312, MN319033, MT056258, MT168797, MK927706, MK927714, MN169416, MN084331, MN246666, MN246674, MN084339, MN084344, MN221973, MN084352, MN221981, MN319057, MN084360, MN221994, MN423654, MN372623, MN423670, MN423678, MN372631, MN372493, MN423686, MK762967, MK960420, MK960428, MN081082, MN081090, MN081106, MK856788, MK744928, MK676923, MN001128, MK856825, MN001168, MN001176, MN246714, MN084379, MN222029, MN084392, MN222037, MN084400, MN222045, MN222050, MN319073, MN372655, MN222098, MN423718, MK743314, MK743322, MK763568, MK763576, MK763592, MK912630, MN169448, MN074234, MN074250, MN078523, MN078531, MN078539, MN078547, MN081122, MN081130, MN081138, MK745000, MK745008, MK856836, MK676768, MK856844, MK856387, MK676947, MN246805, MN246794, MN084448, MN222125, MN372711, MN319105, MN372719, MN319113, MK743330, MK742947, MK785775, MK868695, MK869171, MK927762, MN169464, MK960452, MN074290, MN074298, MK912654, MK927182, MK927184, MK927185, MK927187, MK927770, MK927198, MK927200, MN169134, MN169480, MN169488, MN169496, MN169520, MN169136, MN169536, MN169552, MN169576, MK960460, MK960476, MK960484, MK960492, MK960500, MK960508, MK960516, MK960524, MK960532, MN073993, MN074322, MN074330, MN073995, MN074362, MN081154, MN081178, MK856870, MN001248, MK856881, MN001256, MN001261, MN246869, MN246877, MN001269, MN246898, MN319145, MN222130, MN423790, MT168845, MT056290, MN001296, MK677019, MK744296, MN246909, MN246917, MK744304, MK856897, MN084483, MN001309, MN246954, MN084488, MN084496, MN078563, MN081242, MN081250, MN081258, MN081266, MN081274, MN154249, MN154257, MK745088, MK856908, MK744312, MN001344, MN001352, MK744320, MN001368, MK772247, MN001372, MN246965, MN084512, MN372762, MK839691, MK912678, MK927794, MK927202, MK927802, MK960124, MK899266, MN001408, MK677043, MK677051, MN001416, MK772087, MN001424, MN001432, MK772255, MK856912, MN084523, MK856921, MN001440, MN222237, MN246994, MN247002, MN222245, MN084536, MN372778, MN001495, MN222269, MT168924, MT168917, MT168937, MT168930, MK839707, MK839747, MK912718, MK927210, MK927215, MN169632, MN074378, MN074402, MN169648, MN001520, MK744352, MK772303, MN001528, MN001536, MK772311, MN001550, MN247045, MK927850, MN074418, MN247077, MK856439, MK857017, MN001568, MN001584, MN246123, MN247098, MN222317, MN222333, MN084584, MN084592, MN222341, MK772322, MK745216, MK772330, MK745224, MN001608, MK744360, MN001616, MK744368, MK744180, MN001624, MK772335, MN001632, MK772351, MN001648, MN001656, MN001661, MN247109, MN247122, MN222357, MN222365, MN247130, MK857044, MK745248, MK677091, MN001680, MN247154, MN001688, MN084635, MN247162, MN222381, MN247170, MN222405, MN084648, MN084656, MN372803, MN222413, MN084664, MN001696, MK677107, MN001704, MK677115, MN247229, MN247218, MN247253, MN247242, MN423940, MN222442, MN372823, MN423958, MK742955, MK742956, MK763656, MK839827, MK839835, MK869219, MK869227, MK927858, MK927866, MN169656, MN074426, MN078579, MK857084, MK745304, MN247269, MK857089, MN222453, MN222461, MN247314, MN372834, MN084688, MN221500, MK857097, MN001725, MN247333, MN001733, MN247341, MN084704, MN372850, MN084091, MN372527, MN372858, MN084720, MN222498, MN424022, MN424030, MN222506, MN222514, MN424038, MN001752, MK772375, MK772383, MN001760, MN372863, MN424046, MK745328, MK857140, MK745336, MN001776, MN001792, MK744384, MN247357, MK857151, MN222541, MN247362, MN084736, MN372890, MN372898, MN084744, MN424086, MN222562, MN424094, MN222570, MN372903, MN424102, MT245786, MK745376, MK772410, MK772418, MK745384, MN001808, MK677163, MN001816, MN001832, MK772431, MK857177, MN247389, MN222581, MK857185, MN001837, MN084755, MN084763, MN001845, MN246051, MN222597, MN222605, MN246044, MK785895, MK785451, MK785903, MK785911, MK785919, MK785927, MK785943, MK785951, MK785959, MK785454, MK785967, MK785455, MK785456, MK839843, MK839288, MK839289, MK839859, MK839867, MK839875, MK839883, MK869235, MK869251, MK869267, MK912798, MK927227, MN169672, MN169688, MK960588, MK960596, MK960604, MN081314, MK744392, MN001856, MK912814, MN169704, MN169728, MN169736, MK960612, MK960128, MN078587, MN081338, MN081354, MK899274, MK905259, MN001928, MK744408, MK744416, MN001936, MK857217, MN084795, MN084803, MK857225, MK857241, MN001944, MN001949, MN247429, MN247437, MN001957, MN222637, MN247450, MN084816, MN084824, MN372938, MN424158, MN222642, MN424165, MN222650, MK743474, MK762981, MK763672, MK763688, MK785975, MK785983, MK839899, MK912830, MK912838, MK960628, MN002000, MK772481, MK576235, MN372946, MN247458, MN372954, MN247466, MN222661, MT056466, MT056458, MK742958, MK742960, MK763704, MK785991, MK912862, MK927906, MN169752, MK772514, MK745480, MK624405, MK745491, MK857252, MK745496, MN000528, MK677171, MN247477, MK857257, MN247482, MN084843, MN222669, MN247498, MN222685, MN084856, MN084864, MN222693, MN084880, MN319258, MN002024, MK676762, MK677195, MN002032, MK857273, MN247562, MN222709, MN084896, MN222725, MK743514, MK743530, MK743538, MK743554, MK742962, MK912279, MN169760, MK960660, MK960129, MK960668, MK960684, MK960692, MK960700, MN074442, MN074450, MK899282, MK899290, MK899306, MN002048, MK744424, MN247605, MN002061, MN084928, MK960716, MK960724, MN074458, MN002080, MK745528, MN002104, MN247658, MN247666, MN084939, MN246055, MN222749, MN247674, MN084968, MN372986, MN084976, MN372514, MN319297, MN372991, MK742964, MK742965, MK743666, MK742967, MK742968, MK763768, MK763776, MK763784, MK786023, MK786039, MK786055, MK786063, MK839931, MK839939, MK839947, MK839955, MK839290, MK839291, MK839979, MK839987, MK839292, MK839995, MK840003, MK840011, MK840019, MK840027, MK840035, MK840043, MK840051, MK840059, MK840067, MK839293, MK869307, MK869323, MK869331, MK912934, MK912942, MK927914, MN169776, MK960756, MK960764, MK960772, MN074466, MN074474, MN074498, MN074546, MN074554, MN074602, MN074610, MN074618, MN074626, MN074003, MN074634, MN074650, MN074658, MN074666, MN078445, MN078446, MN078595, MN078603, MN078611, MN081370, MN154265, MK745560, MN002112, MK772527, MN002128, MK772535, MN002136, MK857319, MN247709, MK857329, MN247717, MN246060, MN221494, MN247730, MN222789, MN247738, MN247749, MN247753, MN247763, MN084992, MN222797, MK868709, MN169792, MK745592, MN002144, MK772543, MN002168, MN002176, MK772551, MN222805, MK857349, MK857353, MN222813, MN002189, MN085003, MN247768, MN222829, MN247776, MN222837, MN169145, MK960788, MK960804, MK960812, MN074004, MN074778, MN078643, MN081394, MN245967, MK772559, MN002200, MN002208, MK772079, MN085008, MN373002, MN373010, MN085016, MK576240, MK576241, MK743690, MK743706, MK742970, MK743730, MK743738, MK742971, MK763800, MK763808, MK763816, MK763824, MK786111, MK786119, MK786135, MK786183, MK786191, MK786199, MK786215, MK840099, MK840115, MK840131, MK869379, MK912974, MK912998, MK913006, MK913014, MK927962, MK927236, MN169824, MN169148, MN169848, MN169872, MK960132, MK960844, MK960860, MK960868, MK960876, MK960884, MK960892, MN074802, MN074005, MN074810, MN074850, MN074007, MN074858, MK745624, MN002232, MK744440, MN002240, MN002248, MK744448, MK857376, MN246109, MK856419, MN247811, MK857385, MN222869, MK857393, MN222877, MN002253, MN247819, MN247827, MN002261, MN085024, MN373018, MN085032, MN373026, MN085040, MK763832, MK786223, MK786231, MK786239, MK869387, MK869403, MK868716, MK869411, MK869419, MK869435, MK869451, MK913038, MK912284, MK928018, MK928026, MK928034, MK928042, MK927237, MN169880, MN169888, MK744456, MN247835, MN247843, MK744464, MN002280, MK857402, MK857409, MN085051, MN002285, MN373034, MN084035, MN002293, MN247848, MN222885, MN222893, MN247856, MN424262, MN222898, MN002304, MK745632, MN002312, MK745648, MN002320, MK745656, MN002328, MK772575, MK772583, MN002336, MK857449, MN247867, MK857457, MN247875, MN002344, MN247880, MN085075, MN247888, MN247896, MN222909, MN247928, MN247939, MN085088, MN222933, MN222938, MN424269, MK772589, MN002352, MN002360, MK772599, MN373074, MN085104, MN085120, MK772610, MN002368, MK772615, MN222973, MN247976, MN247984, MN222981, MN319329, MN373087, MK743770, MK743786, MK743794, MK786287, MK786295, MK869459, MK868717, MK869475, MK869491, MK913054, MK913062, MK960134, MK960940, MN074882, MN074890, MN074898, MN074906, MN074930, MN078651, MN078659, MK899322, MK899330, MK899346, MN873940, MN223013, MN085136, MN373106, MK913198, MN002456, MK745752, MK745760, MK857483, MN002464, MK677347, MN248019, MK857489, MK857497, MN002480, MN002488, MN248032, MN248043, MN248048, MN248059, MN373114, MN085152, MN319369, MN373127, MK624523, MK772658, MK745784, MK772666, MK745792, MK772674, MK677363, MN002496, MN002504, MK677371, MN002512, MK677379, MN223061, MK857513, MK677387, MK857529, MN223069, MN002517, MN085171, MN002525, MN085179, MN223077, MN000501, MN223085, MN002533, MN085184, MN424342, MN085192, MN319377, MK744175, MN002552, MN002560, MK772679, MN002568, MK772687, MK772695, MN002576, MN002584, MK772703, MK772711, MN002592, MK772719, MN248083, MN248091, MK857536, MK857545, MN248099, MK857554, MN002600, MK857565, MN223109, MK577186, MK577194, MK577202, MK576280, MK577210, MK577226, MK577234, MK577242, MK576284, MK576285, MK577250, MK577258, MK577266, MK743842, MK743850, MK742974, MK743858, MK742977, MK763888, MK763896, MK763904, MK763023, MK785480, MK786399, MK785481, MK786407, MK786415, MK786423, MK786431, MK786439, MK786455, MK786479, MK785483, MK786487, MK786495, MK786511, MK786519, MK786527, MK786535, MK786543, MK786551, MK786559, MK786567, MK840235, MK840243, MK840251, MK839307, MK840275, MK840299, MK840307, MK840315, MK869571, MK869579, MK869587, MK868732, MK869595, MK869603, MK869611, MK868733, MK869619, MK869627, MK869635, MK869643, MK869651, MK868734, MK868736, MK868737, MK869659, MK869667, MK868740, MK913206, MK913214, MK913222, MK928082, MK927239, MK927241, MK928090, MK928098, MN169976, MN169984, MN169992, MN170000, MN170008, MN170016, MN170032, MN169151, MN170040, MN170048, MN170064, MK960948, MK960956, MK960964, MK960972, MK960980, MK960137, MK960988, MK960996, MK961004, MK961012, MK961020, MN078699, MN078707, MN081434, MN081442, MN081450, MN081458, MN081466, MN081482, MN081498, MN081506, MN081514, MN081530, MN002616, MK745832, MK745840, MN002624, MK744488, MK772735, MN248115, MN002632, MK857570, MK857577, MN002640, MN223117, MN002645, MN002653, MN223125, MN248120, MN223133, MN223141, MN248128, MN248136, MN319393, MN424382, MN085208, MN424390, MN223154, MK869675, MK913254, MN170088, MK960140, MK961044, MN074962, MN075002, MN002664, MK745848, MN085235, MN248176, MN248184, MN085243, MN373154, MN085256, MN223186, MK857609, MN248195, MN002688, MK857617, MN248211, MN248200, MN248216, MN248227, MN248248, MN248259, MN223197, MN085264, MN373177, MN319401, MN223210, MN424406, MK786583, MK869691, MK912286, MK913270, MK913278, MK913294, MK928114, MN170104, MN170120, MN170128, MK633841, MK899362, MK899370, MK899394, MK899402, MK899418, MN873948, MN873957, MN248267, MN002693, MN002701, MN248275, MN248296, MN223253, MN248312, MN002720, MK744504, MK857641, MN085283, MN424413, MN223266, MN424421, MN223274, MK742981, MK786607, MK840347, MK869707, MK913334, MN170144, MN170152, MN170160, MN170168, MN170176, MN170184, MN169153, MN170200, MN170216, MK961060, MK960141, MK961068, MK961084, MN075018, MN075066, MN081538, MN081554, MN081562, MN081570, MN154174, MN154305, MN154313, MN154175, MN154321, MN154329, MN154337, MN154361, MN154176, MK857660, MK745928, MK745936, MN002736, MK772766, MN002752, MK857665, MN248339, MN373186, MN248352, MN248360, MN373194, MN319425, MN085320, MN084077, MN319433, MN424438, MN319438, MK624647, MK745963, MN002768, MK745968, MK745976, MN002776, MN002816, MK744512, MN002832, MK772783, MN002840, MK772791, MN223317, MN248408, MN085352, MN319449, MK744536, MN248443, MK857697, MN085371, MN223373, MK857714, MN002861, MN248459, MN085384, MN373250, MN085392, MN873990"
MN638427,"MN638427, MN881117, MK856502, MK905292, MN246477, MK772191, MN084023, MK856706, MK960115, MK960436, MN820019, MN948556, MN222090, MN423439, MN881157, MK927195, MN246861, MK744288, MK772223, MN001232, MN423381, MN084456, MN423899, MK912702, MK576890, MK785839, MK869203, MK912758, MK912766, MK927223, MK633617, MK633625, MK633633, MK633657, MK633689, MK633697, MK898645, MK633705, MK633713, MK633721, MK633729, MK633737, MK898652, MT169010, MT169014, MN084071, MN319233, MN819113, MN084811, MK857233, MN424171, MT031482, MT031491, MT169140, MT169148, MT056482, MT169155, MN424205, MN084920, MN552647, MN371589, MK786103, MK960820, MN247944, MN820355, MK868723, MK913110, MK913126, MK913134, MK913142, MK913158, MK913166, MK913174, MK913182, MN169149, MN424374, MN319382, MN519370, MK743914, MK869699, MN638691, MN881245, MT031743, MT031747"
MN819899,"MN819899, MT030878, MN552551, MN371525, MN423467, MN638432, MN507299, MN638446, MN507307, MN552556, MN552564, MN638451, MN881125, MN948415, MN948411, MN819907, MN819923, MT168657, MT056194, MN881141, MN638469, MT030910, MN881791, MN507318, MN371533, MN507323, MN638475, MN819939, MN948452, MN819955, MN819963, MN881799, MT168720, MN948489, MT030947, MT030955, MT030963, MT030971, MK744240, MN819979, MT168626, MN948505, MT168775, MN948512, MN975603, MN819987, MT245402, MT105394, MN372599, MN423614, MN245919, MN820003, MN948540, MN948548, MN820011, MT031030, MN820027, MN820043, MN975627, MN975542, MN819850, MN975635, MN948570, MN948585, MN975651, MN948594, MT056266, MN975659, MT105442, MT031043, MT105450, MT245474, MT245483, MN974384, MN371549, MN371557, MN881164, MN638507, MN820051, MN656015, MT168821, MN519346, MN519354, MN423822, MN947720, MN372743, MN371573, MN638526, MN689896, MN423851, MN552596, MN881181, MN638539, MN755249, MN755257, MN820059, MN820067, MT031059, MT031067, MT031102, MT031092, MN948620, MN755265, MN820075, MT031110, MN755270, MN881831, MN881839, MN948625, MN948633, MN975678, MN975683, MN975707, MN975699, MT031126, MT031118, MT031136, MT031131, MT031150, MT056298, MT056306, MT245530, MT245546, MT245551, MN820091, MN948644, MN881847, MN881855, MN975723, MN975715, MT168860, MT168853, MN881105, MN638557, MN755289, MN881863, MT168905, MT168913, MN638563, MN881197, MN755297, MN755305, MN755337, MN820099, MT031190, MN948397, MN820107, MT031198, MN820115, MN948657, MT031219, MT031211, MT031259, MT031267, MK576898, MK633665, MK898657, MN975739, MN975747, MN371581, MN507342, MN948684, MN948692, MN948697, MN948708, MN948716, MN948720, MN948729, MT168953, MT056314, MT168957, MT056322, MT168965, MT168973, MT245688, MT245681, MN423918, MN423923, MN638590, MN638594, MN423931, MN948756, MN820139, MN975758, MN975766, MT031275, MT056330, MN552544, MN820147, MN975771, MN975779, MN820155, MN975803, MN820179, MN975811, MN948777, MT031315, MT056378, MN319198, MN424059, MN552457, MN424067, MN552620, MT031342, MN755385, MN948796, MT031370, MT031362, MN424131, MN638607, MN881873, MT169008, MN948801, MT031424, MT031431, MN820203, MT031454, MN948817, MN948825, MT031459, MT031467, MT169028, MT056394, MN424150, MN372927, MN552636, MN507355, MN638611, MN974396, MN755040, MN755401, MN820219, MN820235, MN948841, MN975874, MN975866, MT169108, MT169100, MN755059, MN755067, MN820243, MT169134, MT031534, MN881910, MT031539, MT056474, MN948857, MN975898, MT056490, MT031563, MT056498, MT169178, MN245959, MN820275, MN975914, MN638651, MN881229, MN755072, MT169244, MT169252, MN947803, MN507362, MN638659, MN755080, MN755417, MN755425, MN948900, MT031574, MN819857, MN820299, MN948916, MN319310, MN424246, MN424254, MN689920, MN755091, MN552652, MN755433, MN948932, MN755457, MN948940, MN820307, MN948948, MN820315, MT105498, MT031635, MT169268, MN424293, MN319334, MN319342, MN424302, MN948977, MT056554, MN948985, MN519362, MN976018, MN976010, MN519279, MN949004, MN755465, MN755473, MN949012, MN755481, MN881936, MN976050, MN976042, MT168639, MT169364, MN949036, MN820387, MN319414, MN507390, MN638683, MN881237, MN820395, MN755497, MN820411, MN819871, MN881951, MN881956, MT031733, MT169383, MN949049, MT056594, MT031738, MT246135, MT169388, MT246143, MT169397, MN519386, MT169412, MN424486, MN373231, MN319454, MN424494, MN371605, MN507398, MN424499, MN424507, MN755107, MN755112, MN820419, MN881983, MN881991, MT169471, MN949065, MN949073, MT056602"
MN000600,"MN000600, MK744720, MK912430, MN246309, MN000805, MN221770, MN423518, MN423526, MN221786, MN221810, MN423550, MK899066, MN001056, MK744872, MK772205, MN001064, MK856745, MN001080, MN001088, MK856753, MN246605, MN246594, MN084320, MN169130, MK960114, MK960412, MK856769, MN246645, MN001120, MK676915, MN001144, MK676931, MK676939, MN001152, MN372650, MN084432, MK869123, MK912622, MK743378, MK743410, MN222181, MN001389, MK745128, MK856940, MK857004, MK745192, MN247085, MK857006, MN084105, MK856505, MK677075, MN001592, MN001600, MK677083, MN001669, MN247117, MN372794, MN247149, MK856453, MN247189, MK856446, MK857057, MN247197, MN247202, MN222421, MN247234, MN222437, MN084680, MN221546, MK677139, MN001712, MN247261, MK856481, MK857109, MK745416, MN001912, MN002038, MN247514, MN372967, MN319265, MK743562, MN169141, MK960676, MN247645, MK856474, MK763752, MK868705, MK576978, MK763792, MN002183, MN222821, MK857364, MT241807, MK745608, MK786127, MK786207, MK869371, MK960828, MK960836, MN085056, MK786271, MK869499, MK960133, MK576272, MK743834, MK913238, MN170024, MN248160, MN223165, MN223181, MN085248, MK913310, MN248304, MN223261, MN248376, MN085299, MK624633, MK745955, MN085363, MK857681, MN002848, MK857690"
MK744164,"MK744164, MN000632"
MN221597,"MN221597, MN246218"
MN221610,"MN221610, MN423454"
MN423475,"MN423475, MT056186, MT030891, MN881783, MT030926, MN819931, MN948481, MN755241, MN948524, MT031011, MT105402, MT245438, MT031086, MT031072, MN975731, MN955500, MN955498, MN955501, MN955495, MN755329, MT031252, MT031244, MN881213, MN638579, MN948740, MN820123, MN820131, MN975787, MT056362, MN975795, MT056370, MN947785, MT031347, MT031355, MT031387, MT031379, MN820195, MT031414, MN881879, MN975835, MN975843, MN755409, MN975862, MN881887, MT031478, MN881895, MN948833, MT031510, MT031503, MT056410, MT056418, MT056434, MT056426, MT056450, MT056442, MT169124, MT169118, MN975906, MN820267, MN975549, MN948418, MN948881, MN975962, MT056530, MT031587, MT031580, MN755489, MN820363, MN820371, MN976026, MN976034, MT105506, MT031714, MT031722, MT105514"
MN881133,"MN881133, MN638459, MN947772, MN948788, MN755361, MN656036"
MN947753,"MN947753, MT030918"
MT030881,"MT030881, MN819915, MN755313, MN948953, MT031603, MT056178, MN975556, MN638699, MN820427"
MK743202,"MK743202, MK633353, MK633385, MK763536, MN246546, MK868691, MK927730, MK927738, MN222082, MN423710, MN372679, MN423734, MT168829, MK839659, MN169504, MN169560, MN061115, MN881823, MK576228, MN222469, MN247322, MK495277, MN689912, MN424187, MK927228, MK927890, MK677251, MN002096, MN948873, MN975922, MK763000, MK745568, MN002120, MN002224, MK745616, MN002272, MK677299, MN638667, MN947817, MN055136, MN371597"
MN169320,"MN169320, MN423558, MN372607, MN423630, MN423694, MN084384, MN222021, MT102509, MT102511, MN319193, MN084624, MN423998, MN424078, MN222554, MN424197, MN372959, MN084952, MN372534, MN372544, MN084984, MN078627, MN247968, MN222957, MN424286, MN372465, MK960135, MN074866, MN074922, MN078675, MN656044, MK772634, MK745728, MN081490, MK899426, MN319409, MN248320, MN248387, MN002782, MN084056, MN424446"
MK676843,"MK676843, MN000672, MN507291, MN423395, MN084184, MK856666, MN221829, MN873838, MN169400, MK960388, MN084280, MN372562, MN372615, MN638499, MK927722, MN078499, MN078507, MN154241, MT056274, MN975667, MN552580, MK927191, MN061123, MN246882, MT102518, MN689904, MN507331, MK785799, MK839723, MK839739, MK839755, MK839811, MK839819, MK869187, MK927826, MN169624, MK960126, MN074000, MK785807, MK785823, MK785831, MK633673, MN247282, MN247293, MN222482, MN423981, MN084768, MK905252, MN061163, MK869291, MK927898, MN638627, MN638635, MN074530, MN221528, MN424239, MK912950, MN074698, MN074706, MN074714, MN074722, MN074738, MN074754, MN085080, MN222925, MN247952, MN085099, MN078448, MK763864, MK840227, MK839306, MN424316, MN223042, MN424334, MN373135, MN078450, MT056578, MT056570, MN002680, MK745888, MK928106, MN873964, MN223237, MN248280, MN248288, MN223245, MN075034, MN085304, MN373202, MN223333, MN248424, MN424454, MN223338, MN638707, MN881253, MN061227, MN873980"
MK744200,"MK744200, MN246237, MN221658, MN423486, MN169328, MK960356, MN078443, MN081066, MN154233, MN000765, MN084147, MN000813, MN246317, MN246088, MN000829, MN246394, MN423423, MN221818, MN169368, MN000925, MN246074, MN221514, MN000949, MN000960, MK744824, MN246469, MK744256, MN000976, MK772199, MN246514, MN084248, MK763528, MK868690, MK912478, MK912486, MK912502, MK912510, MK927690, MN169392, MN169129, MN169408, MK960380, MK960396, MN372591, MN221933, MN084304, MK960404, MN074202, MN246658, MN221965, MN084368, MN319065, MN423434, MN221986, MK912590, MK912598, MN169424, MN169440, MN372729, MN319129, MN001301, MN246925, MN222165, MN246930, MK772239, MN001360, MN246973, MN001379, MN246978, MN222197, MN372754, MN084504, MN423862, MN222202, MN078571, MK856948, MK745136, MK744328, MN001456, MK744336, MN001464, MN001472, MK772287, MK856953, MN001480, MK856961, MN001488, MN222277, MN247026, MN247034, MN222285, MN084544, MN372786, MN084552, MN084050, MN084560, MN423387, MN221522, MN423894, MN222290, MN001512, MN247058, MN222301, MN084568, MN084672, MN372810, MK763664, MK785855, MK960580, MN074434, MN001744, MK772367, MK857162, MN222525, MN222533, MN000494, MN001797, MN372882, MK744400, MN001864, MN001872, MK772447, MK772455, MN001880, MK857201, MN084779, MN001888, MK857209, MN247397, MN001893, MN247405, MN001901, MN247410, MN222613, MN222621, MN247418, MN372922, MN084784, MN081330, MN081346, MN081362, MN222629, MN247442, MN001976, MK745440, MN001984, MK745448, MK772471, MN001992, MN002008, MK772487, MK636051, MK576914, MK743490, MK743498, MK743506, MK839907, MK869283, MK912846, MK912854, MK927874, MK927882, MN423444, MN221467, MN084872, MN222701, MN247570, MN222717, MK857297, MN084915, MN222741, MN247618, MN319273, MN247626, MN169142, MK960732, MN074482, MN074522, MN074586, MN074594, MK745600, MN002152, MK677267, MK857340, MN002160, MK677274, MN074770, MK840107, MK912966, MK928010, MN169864, MK960852, MK743746, MK743762, MK786247, MK785469, MK928050, MN085064, MN373042, MN373047, MN373058, MK869483, MK745720, MK772626, MN002400, MK677323, MN002408, MK677331, MN002416, MK772639, MK772647, MN002424, MK857465, MN247995, MK857473, MN002432, MN002437, MN222989, MN222997, MN002445, MN248000, MN223005, MN373098, MK840147, MK840155, MK840163, MK913086, MK913094, MK928058, MK928066, MN169896, MN169912, MN169928, MN424350, MN223090, MT169292, MT056562, MT169300, MT246107, MN081474, MK772743, MN084098, MN223146, MK913262, MN170080, MN074970, MN074978, MK745872, MK857604, MN002672, MK745880, MN248243, MN248232, MN424398, MN221535, MK857625, MN223221, MN223229, MK857632, MK857649, MN248331, MK869715, MK913326, MN170192, MN170224, MK961052, MK960143, MN075042, MN075082, MN075090, MN075106, MN081546, MN154345, MN154353, MN002760, MK772775, MN248347, MK857673, MN248395, MN002797, MN223325, MN248416, MN085336, MN373218, MN085344, MN373226, MN223346, MN424462, MN248435, MK744528, MN085379, MK857705, MK857724, MN223381, MN248451, MN002853, MN248464, MN223389, MN373242, MN248472"
MK856545,"MK856545, MN084131"
MK856567,"MK856567, MN221637, MN221645, MN246250"
MN423502,"MN423502, MN318990"
MN318998,"MN318998, MN423510, MN423766, MN372703, MN949041, MT246130"
MT168665,"MT168665, MT168673, MT168687, MT168679"
MK744763,"MK744763, MK624019, MK927163, MN975571, MN975564, MN001072, MK772215, MK763560, MK869107, MN074314, MN081162, MK648247, MK927209, MN820171, MN948772, MN319222, MN424126, MN820331, MN975978, MK840323, MK772755, MN061211"
MN000704,"MN000704, MK676875, MN247381, MK857168, MK856460, MN247653"
